MUNICIPIO,SECCION,CASILLA,PAN,PRI_PVEM_PTP_PANAL,PRD,MC,MORENA,INDEPENDIENTE,NO_REG,NULOS
JIMENEZ,1412,C1,56,94,30,37,18,29,0,16
JIMENEZ,1412,C2,82,96,25,21,17,34,0,9
JIMENEZ,1413,B,24,120,5,18,20,15,0,8
JIMENEZ,1414,B,57,115,12,10,24,28,0,4
JIMENEZ,1415,B,40,98,11,7,51,29,0,10
JIMENEZ,1416,B,38,74,17,8,98,12,0,10
JIMENEZ,1417,B,26,51,22,49,9,15,0,6
JIMENEZ,1418,B,60,173,34,38,0,40,0,13
JIMENEZ,1419,B,65,67,9,5,14,17,0,6
JIMENEZ,1419,C1,54,82,13,11,20,20,0,8
JIMENEZ,1421,B,61,99,1,4,6,34,0,5
JIMENEZ,1422,B,28,73,1,4,1,34,0,4
JIMENEZ,1423,B,6,62,1,2,0,26,0,6
JUAREZ,1424,B,38,87,4,5,13,26,0,12
JUAREZ,1424,C1,75,76,1,38,8,60,4,12
JUAREZ,1424,C2,50,85,3,12,9,41,1,8
JUAREZ,1424,C3,31,81,3,9,10,44,0,9
JUAREZ,1424,C4,33,100,6,3,14,33,6,6
JUAREZ,1424,C5,40,86,6,4,12,31,5,6
JUAREZ,1424,C6,28,68,2,5,13,26,3,6
JUAREZ,1425,B,43,107,6,11,14,35,1,12
JUAREZ,1425,C1,48,94,3,6,9,45,1,11
JUAREZ,1425,C2,38,90,1,5,12,49,0,14
JUAREZ,1425,C3,40,72,7,10,10,42,4,13
JUAREZ,1425,C4,39,84,3,10,14,44,2,14
JUAREZ,1426,B,55,94,4,23,9,46,0,11
JUAREZ,1426,C1,59,102,0,11,5,54,3,13
JUAREZ,1427,B,32,109,3,11,10,38,0,18
JUAREZ,1428,B,40,106,1,8,13,36,0,18
JUAREZ,1428,C1,38,97,2,9,6,42,0,13
JUAREZ,1429,B,61,89,3,6,12,36,2,16
JUAREZ,1429,C1,46,100,6,6,10,39,0,10
JUAREZ,1430,B,56,103,2,12,7,53,0,19
JUAREZ,1430,C1,69,107,3,6,17,53,0,18
JUAREZ,1430,C2,60,85,1,4,20,54,3,2
JUAREZ,1430,C3,64,104,3,17,12,56,1,16
JUAREZ,1430,C4,56,105,2,12,7,57,2,13
JUAREZ,1431,B,71,127,4,16,7,66,0,11
JUAREZ,1432,B,40,74,2,5,6,31,0,18
JUAREZ,1432,C1,37,83,1,8,10,22,0,25
JUAREZ,1433,B,34,55,0,0,4,45,5,11
JUAREZ,1433,C1,41,61,5,3,6,51,1,12
JUAREZ,1434,B,63,107,4,4,13,53,0,23
JUAREZ,1435,B,103,82,3,16,12,42,1,21
JUAREZ,1436,B,88,98,3,11,16,47,1,14
JUAREZ,1437,B,50,42,1,8,7,32,0,18
JUAREZ,1437,C1,40,54,1,12,7,33,1,9
JUAREZ,1438,B,70,78,1,5,8,44,1,9
JUAREZ,1439,B,47,46,5,4,3,16,2,5
JUAREZ,1440,B,58,64,1,10,8,19,0,12
JUAREZ,1441,B,58,66,2,3,1,27,1,8
JUAREZ,1442,B,72,66,0,5,2,27,3,1
JUAREZ,1443,B,28,34,2,3,2,23,0,4
JUAREZ,1444,B,33,39,11,1,2,11,0,3
JUAREZ,1445,B,24,45,5,7,6,21,0,0
JUAREZ,1446,B,69,59,1,6,5,26,0,9
JUAREZ,1447,B,35,68,1,3,4,30,2,11
JUAREZ,1448,B,66,47,2,1,9,27,2,3
JUAREZ,1449,B,56,52,1,4,6,40,1,3
JUAREZ,1450,B,60,66,1,3,11,29,0,9
JUAREZ,1451,B,42,44,1,4,6,18,0,5
JUAREZ,1452,B,21,28,1,3,2,12,1,4
JUAREZ,1453,B,45,62,5,5,4,27,2,3
JUAREZ,1454,B,56,54,0,3,4,29,2,2
JUAREZ,1455,B,77,66,1,12,9,20,0,10
JUAREZ,1456,B,58,70,3,8,10,25,1,6
JUAREZ,1457,B,66,58,0,6,3,33,3,6
JUAREZ,1458,B,91,88,5,10,12,52,0,21
JUAREZ,1459,B,91,98,1,9,9,34,0,6
JUAREZ,1460,B,69,103,3,17,12,0,0,7
JUAREZ,1461,B,23,56,5,5,7,29,2,9
JUAREZ,1461,C1,33,50,1,5,9,16,0,0
JUAREZ,1462,B,73,68,0,1,7,47,1,11
JUAREZ,1463,B,92,95,5,16,18,54,3,18
JUAREZ,1464,B,61,94,2,28,8,36,0,7
JUAREZ,1465,B,41,92,1,22,6,24,0,13
JUAREZ,1466,B,81,90,3,9,13,34,0,16
JUAREZ,1467,B,42,81,1,9,9,23,0,14
JUAREZ,1468,B,57,87,1,6,10,32,0,6
JUAREZ,1469,B,66,90,3,15,7,42,4,16
JUAREZ,1469,C1,56,98,3,8,17,45,0,11
JUAREZ,1470,B,39,61,1,4,4,26,8,9
JUAREZ,1470,C1,54,65,4,3,5,34,0,9
JUAREZ,1471,B,55,96,3,13,5,60,0,18
JUAREZ,1471,C1,57,103,5,10,9,56,0,13
JUAREZ,1472,B,39,72,0,10,13,68,3,16
JUAREZ,1472,C1,51,89,2,12,6,69,0,13
JUAREZ,1473,B,69,111,4,11,13,40,0,16
JUAREZ,1474,B,65,59,4,7,16,39,1,16
JUAREZ,1475,B,61,76,2,14,10,40,2,6
JUAREZ,1476,B,66,96,2,15,13,59,0,28
JUAREZ,1477,B,65,72,5,12,6,24,4,5
JUAREZ,1478,B,39,72,5,7,0,28,0,3
JUAREZ,1478,C1,47,54,2,7,3,37,2,13
JUAREZ,1479,B,35,60,3,8,3,30,0,9
JUAREZ,1479,C1,30,63,3,7,6,25,0,11
JUAREZ,1480,B,58,52,3,10,6,40,0,6
JUAREZ,1481,B,65,66,5,11,8,30,0,10
JUAREZ,1482,B,54,82,1,14,9,26,6,9
JUAREZ,1483,B,55,82,1,14,9,26,6,8
JUAREZ,1483,C1,37,94,1,8,6,0,0,0
JUAREZ,1484,B,49,80,8,9,9,37,1,8
JUAREZ,1484,C1,37,74,4,12,8,31,0,16
JUAREZ,1485,B,79,76,0,1,5,41,0,11
JUAREZ,1486,B,63,84,1,9,9,25,1,2
JUAREZ,1487,B,69,43,4,14,6,36,4,12
JUAREZ,1488,B,101,89,5,18,10,39,0,6
JUAREZ,1489,B,51,65,3,6,5,23,0,6
JUAREZ,1490,B,54,53,3,4,7,21,0,0
JUAREZ,1491,B,40,61,0,5,6,16,0,9
JUAREZ,1492,B,47,48,0,7,7,18,1,8
JUAREZ,1493,B,43,31,2,6,5,16,0,7
JUAREZ,1494,B,70,51,4,7,3,33,2,4
JUAREZ,1495,B,44,42,3,4,7,27,0,2
JUAREZ,1496,B,72,73,2,4,8,36,2,0
JUAREZ,1497,B,49,47,0,2,6,38,2,2
JUAREZ,1499,B,53,22,1,1,7,0,19,1
JUAREZ,1499,ES1,91,104,6,9,9,63,0,18
JUAREZ,1500,B,30,26,7,2,5,23,0,5
JUAREZ,1501,B,36,45,0,3,4,15,0,0
JUAREZ,1502,B,77,60,3,5,5,22,1,4
JUAREZ,1503,B,89,95,5,13,10,50,0,22
JUAREZ,1504,B,55,58,5,9,9,22,4,8
JUAREZ,1504,C1,52,68,1,10,5,28,0,13
JUAREZ,1505,B,55,67,1,4,5,19,1,12
JUAREZ,1505,C1,54,64,3,11,6,20,0,12
JUAREZ,1506,B,50,72,3,8,13,22,0,6
JUAREZ,1506,C1,40,51,3,7,10,24,0,7
JUAREZ,1507,B,55,68,2,11,7,29,0,6
JUAREZ,1507,C1,56,74,4,9,8,28,0,7
JUAREZ,1508,B,63,33,0,11,7,27,0,13
JUAREZ,1508,C1,54,57,3,11,13,44,0,10
JUAREZ,1509,B,66,74,2,2,9,47,3,9
JUAREZ,1509,C1,55,58,3,11,13,43,2,8
JUAREZ,1510,B,44,81,6,15,10,41,0,20
JUAREZ,1510,C1,32,85,3,12,6,0,40,21
JUAREZ,1510,C2,46,81,4,15,3,36,0,19
JUAREZ,1510,C3,49,100,1,0,11,33,1,16
JUAREZ,1511,B,55,130,8,19,8,53,1,25
JUAREZ,1511,EX1,53,105,4,7,13,45,4,10
JUAREZ,1512,B,69,92,4,10,14,37,0,16
JUAREZ,1513,B,59,62,1,7,8,30,0,15
JUAREZ,1514,B,58,109,4,8,20,0,0,0
JUAREZ,1515,B,83,76,2,10,6,28,0,11
JUAREZ,1516,B,64,85,0,12,7,40,2,8
JUAREZ,1517,B,58,78,3,10,12,31,3,16
JUAREZ,1518,B,92,75,5,15,10,45,0,14
JUAREZ,1519,B,110,78,9,11,11,47,0,13
JUAREZ,1520,B,63,82,4,2,5,25,0,9
JUAREZ,1521,B,51,91,5,7,4,30,0,17
JUAREZ,1522,B,34,63,2,6,0,21,0,3
JUAREZ,1523,B,58,57,1,2,12,26,0,7
JUAREZ,1524,B,48,35,0,4,5,15,0,5
JUAREZ,1525,B,36,51,2,0,1,17,0,7
JUAREZ,1526,B,40,53,2,2,9,31,1,2
JUAREZ,1527,B,84,97,4,11,12,52,0,8
JUAREZ,1528,B,31,45,2,3,3,21,0,5
JUAREZ,1529,B,43,56,0,6,0,16,0,10
JUAREZ,1530,B,25,56,0,3,3,28,0,4
JUAREZ,1531,B,52,85,4,6,5,41,0,11
JUAREZ,1532,B,19,22,0,0,1,10,0,11
JUAREZ,1533,B,39,32,2,5,7,14,0,6
JUAREZ,1534,B,32,49,1,0,0,18,0,4
JUAREZ,1535,B,44,53,3,2,9,29,0,7
JUAREZ,1536,B,59,86,0,8,7,35,2,6
JUAREZ,1537,B,79,89,2,12,0,0,0,0
JUAREZ,1538,B,80,93,0,13,5,36,1,11
JUAREZ,1538,C1,87,61,1,12,10,50,0,9
JUAREZ,1539,B,69,72,5,9,8,39,0,6
JUAREZ,1540,B,62,91,3,14,12,35,3,10
JUAREZ,1541,B,59,90,4,6,8,45,3,19
JUAREZ,1542,B,60,85,4,4,0,44,0,15
JUAREZ,1542,C1,59,89,0,13,11,23,0,19
JUAREZ,1543,B,36,62,0,0,0,22,3,12
JUAREZ,1544,B,103,89,4,7,15,30,0,19
JUAREZ,1545,B,63,76,1,6,10,37,0,18
JUAREZ,1546,B,36,69,4,4,8,38,1,6
JUAREZ,1546,C1,42,70,3,13,8,38,4,12
JUAREZ,1546,EX1,28,58,5,11,4,23,8,0
JUAREZ,1546,EX1 C1,35,71,2,7,6,14,0,5
JUAREZ,1547,B,57,82,4,5,6,46,0,19
JUAREZ,1547,C1,48,83,4,15,18,34,0,13
JUAREZ,1547,EX1,62,98,5,15,10,37,0,12
JUAREZ,1547,EX1 C1,48,85,4,15,18,34,0,13
JUAREZ,1548,B,38,57,2,6,5,29,0,5
JUAREZ,1548,C1,45,65,3,7,2,33,3,6
JUAREZ,1549,B,44,88,5,15,8,24,0,7
JUAREZ,1549,C1,44,84,0,4,15,43,0,23
JUAREZ,1550,B,61,104,0,7,8,45,0,12
JUAREZ,1551,B,48,69,2,6,16,26,5,2
JUAREZ,1552,B,47,54,0,2,4,21,0,8
JUAREZ,1553,B,59,76,1,1,0,18,0,9
JUAREZ,1554,B,93,66,4,8,11,40,0,10
JUAREZ,1555,B,34,55,1,6,7,32,0,12
JUAREZ,1556,B,46,107,1,11,5,49,2,15
JUAREZ,1556,C1,56,89,4,8,7,36,5,14
JUAREZ,1557,B,51,87,0,7,8,30,0,9
JUAREZ,1557,C1,50,77,2,6,2,40,8,6
JUAREZ,1558,B,46,63,3,4,7,31,0,16
JUAREZ,1558,C1,32,63,3,5,11,31,0,13
JUAREZ,1559,B,52,93,2,13,14,38,0,20
JUAREZ,1559,C1,69,103,1,6,7,32,0,16
JUAREZ,1559,EX1,40,93,5,10,10,36,0,17
JUAREZ,1559,EX1 C1,38,81,6,10,8,51,0,14
JUAREZ,1559,EX1 C2,26,79,8,14,5,26,0,16
JUAREZ,1560,B,91,57,0,2,6,32,0,2
JUAREZ,1560,C1,76,92,10,6,12,35,3,15
JUAREZ,1560,C2,52,120,11,11,0,35,0,16
JUAREZ,1560,C3,62,102,8,6,8,31,2,12
JUAREZ,1560,C4,59,96,7,10,10,46,3,8
JUAREZ,1560,ES1,24,54,1,1,5,24,1,0
JUAREZ,1561,B,63,77,4,8,13,38,4,18
JUAREZ,1562,B,32,129,2,6,7,25,2,12
JUAREZ,1562,C1,30,103,1,0,10,31,4,4
JUAREZ,1562,C2,37,111,2,4,7,34,0,8
JUAREZ,1562,C3,37,112,2,4,7,34,0,8
JUAREZ,1562,C4,37,103,3,5,9,33,0,17
JUAREZ,1562,C5,38,123,2,5,7,15,4,17
JUAREZ,1563,B,62,87,4,13,17,49,0,17
JUAREZ,1563,C1,48,90,3,10,15,51,0,22
JUAREZ,1563,C2,56,109,6,11,17,52,0,10
JUAREZ,1563,C3,61,73,3,13,14,42,0,15
JUAREZ,1563,C4,62,98,5,15,10,37,0,12
JUAREZ,1564,B,58,99,3,16,17,36,0,19
JUAREZ,1564,C1,64,102,3,9,18,42,0,2
JUAREZ,1565,B,57,81,5,24,5,34,4,10
JUAREZ,1566,B,90,57,0,2,6,31,0,4
JUAREZ,1566,ES1,109,61,5,4,6,80,0,3
JUAREZ,1567,B,115,128,3,8,9,59,1,8
JUAREZ,1567,C1,125,109,1,10,10,60,1,8
JUAREZ,1568,B,177,83,2,1,5,77,0,4
JUAREZ,1568,C1,140,91,2,4,5,83,1,2
JUAREZ,1569,B,77,82,3,6,8,50,0,3
JUAREZ,1570,B,69,60,2,19,2,0,0,0
JUAREZ,1570,C1,72,82,0,9,3,39,2,7
JUAREZ,1571,B,95,71,4,3,9,55,0,6
JUAREZ,1572,B,91,49,0,4,7,24,0,4
JUAREZ,1572,C1,79,53,1,4,6,19,1,2
JUAREZ,1573,B,113,86,2,6,6,50,0,3
JUAREZ,1574,B,120,85,4,4,6,87,0,5
JUAREZ,1574,C1,132,92,2,9,6,71,0,7
JUAREZ,1575,B,119,94,2,14,12,85,1,5
JUAREZ,1575,C1,118,98,5,9,8,79,2,4
JUAREZ,1576,B,83,69,3,12,11,69,0,8
JUAREZ,1576,C1,96,88,4,11,24,64,0,12
JUAREZ,1577,B,87,54,1,0,9,49,1,9
JUAREZ,1577,C1,97,63,2,5,6,65,0,5
JUAREZ,1578,B,120,72,4,6,13,94,2,6
JUAREZ,1578,C1,58,58,4,15,7,44,0,11
JUAREZ,1578,C2,135,73,4,8,11,87,0,2
JUAREZ,1578,C3,139,89,0,10,9,64,0,13
JUAREZ,1579,B,86,82,1,6,11,44,0,8
JUAREZ,1579,C1,99,68,1,6,10,57,2,5
JUAREZ,1580,B,32,37,1,0,5,16,0,1
JUAREZ,1581,B,108,57,0,10,7,25,0,5
JUAREZ,1582,B,107,99,3,9,12,61,0,13
JUAREZ,1583,B,98,85,11,10,6,47,0,12
JUAREZ,1584,B,48,35,1,13,14,29,0,7
JUAREZ,1585,B,86,59,1,13,7,52,3,7
JUAREZ,1586,B,61,53,1,6,0,30,0,6
JUAREZ,1587,B,65,67,1,5,11,45,2,2
JUAREZ,1588,B,78,61,5,8,5,31,1,6
JUAREZ,1589,B,52,41,1,3,5,27,0,3
JUAREZ,1590,B,51,48,0,3,9,0,0,0
JUAREZ,1591,B,79,68,1,8,9,36,0,4
JUAREZ,1592,B,128,111,2,1,8,37,0,3
JUAREZ,1593,B,92,67,5,5,6,41,0,2
JUAREZ,1594,B,134,60,2,4,9,57,0,7
JUAREZ,1595,B,88,49,2,4,6,44,3,4
JUAREZ,1595,C1,78,46,2,14,6,49,0,5
JUAREZ,1596,B,79,70,3,9,14,92,0,8
JUAREZ,1596,C1,116,66,4,11,15,60,0,6
JUAREZ,1597,B,69,47,5,5,3,34,2,8
JUAREZ,1597,C1,67,61,3,4,4,47,1,9
JUAREZ,1598,B,157,76,2,10,10,103,3,2
JUAREZ,1598,C1,154,90,2,7,8,99,0,2
JUAREZ,1598,C2,182,73,5,9,9,89,0,7
JUAREZ,1599,B,106,52,0,9,6,55,0,1
JUAREZ,1599,C1,102,51,1,0,9,55,0,3
JUAREZ,1600,B,168,67,1,5,0,69,1,7
JUAREZ,1600,C1,141,82,4,7,5,99,0,7
JUAREZ,1601,B,102,59,1,6,3,72,0,3
JUAREZ,1601,C1,106,66,1,5,6,74,0,3
JUAREZ,1602,B,115,62,1,12,11,83,2,13
JUAREZ,1603,B,112,72,5,9,13,64,1,4
JUAREZ,1603,C1,92,61,6,8,5,67,1,5
JUAREZ,1604,B,23,32,1,1,1,36,1,1
JUAREZ,1605,B,89,78,2,4,14,53,1,9
JUAREZ,1606,B,111,51,6,4,7,71,0,2
JUAREZ,1607,B,94,81,2,7,7,58,0,3
JUAREZ,1608,B,80,82,1,9,4,57,0,9
JUAREZ,1609,B,96,57,3,3,4,44,0,7
JUAREZ,1610,B,84,67,0,3,13,28,0,6
JUAREZ,1611,B,58,68,0,5,2,33,0,7
JUAREZ,1612,B,102,73,1,7,4,35,1,3
JUAREZ,1613,B,89,73,1,3,12,51,1,3
JUAREZ,1614,B,99,62,1,4,7,25,1,2
JUAREZ,1615,B,34,28,3,4,5,15,1,2
JUAREZ,1616,B,60,53,1,6,6,34,0,9
JUAREZ,1616,C1,52,55,0,5,2,35,3,2
JUAREZ,1617,B,104,77,3,0,6,53,1,2
JUAREZ,1618,B,74,65,3,10,6,37,2,5
JUAREZ,1618,C1,158,65,4,4,3,79,2,2
JUAREZ,1619,B,164,88,7,6,4,77,0,13
JUAREZ,1620,B,60,44,2,5,5,58,1,2
JUAREZ,1621,B,102,65,2,9,14,79,0,11
JUAREZ,1621,C1,111,65,4,8,14,73,0,9
JUAREZ,1621,C2,106,79,3,5,10,75,1,9
JUAREZ,1622,B,128,80,3,6,8,84,0,4
JUAREZ,1623,B,163,76,1,4,5,90,1,1
JUAREZ,1623,C1,150,59,6,8,4,103,1,3
JUAREZ,1624,B,92,108,9,11,11,92,1,8
JUAREZ,1625,B,87,71,1,4,4,40,0,9
JUAREZ,1626,B,104,60,3,2,6,52,0,5
JUAREZ,1627,B,30,37,2,2,3,18,0,1
JUAREZ,1628,B,71,79,1,7,11,49,1,4
JUAREZ,1629,B,79,70,5,5,6,27,0,4
JUAREZ,1630,B,75,67,2,11,12,38,0,8
JUAREZ,1631,B,99,84,5,12,8,62,2,13
JUAREZ,1632,B,51,50,2,8,8,21,1,2
JUAREZ,1632,C1,61,53,1,5,8,30,0,6
JUAREZ,1633,B,137,62,1,6,11,67,2,5
JUAREZ,1634,B,106,59,1,2,4,60,0,7
JUAREZ,1635,B,68,60,1,3,1,36,1,1
JUAREZ,1635,C1,81,58,0,5,4,29,1,5
JUAREZ,1636,B,126,58,1,6,5,49,0,3
JUAREZ,1636,C1,95,73,1,4,8,51,0,5
JUAREZ,1637,B,128,93,4,10,4,73,0,3
JUAREZ,1638,B,128,69,2,3,9,54,2,3
JUAREZ,1638,C1,115,63,1,5,8,43,0,3
JUAREZ,1639,B,146,72,1,3,2,58,0,3
JUAREZ,1639,C1,136,83,2,2,0,40,0,3
JUAREZ,1640,B,99,75,1,1,1,18,0,0
JUAREZ,1641,B,146,89,2,7,6,63,0,2
JUAREZ,1641,C1,131,70,3,5,3,62,0,7
JUAREZ,1641,C2,138,69,1,0,11,63,0,2
JUAREZ,1642,B,190,99,3,9,7,85,0,1
JUAREZ,1642,C1,222,82,1,8,3,93,0,4
JUAREZ,1642,C2,175,84,1,7,4,92,1,0
JUAREZ,1642,C3,200,67,6,12,9,110,1,1
JUAREZ,1642,C4,184,90,4,6,9,104,1,3
JUAREZ,1642,C5,204,81,3,4,7,84,0,7
JUAREZ,1642,C6,179,71,1,6,13,102,0,6
JUAREZ,1642,C7,170,95,5,11,2,104,0,6
JUAREZ,1643,B,143,78,1,10,6,0,0,5
JUAREZ,1644,B,91,39,0,5,4,37,0,2
JUAREZ,1645,B,140,77,5,6,7,61,1,3
JUAREZ,1646,B,141,80,3,8,7,76,0,2
JUAREZ,1646,C1,143,69,2,10,11,65,1,6
JUAREZ,1647,B,119,64,1,1,3,61,0,5
JUAREZ,1648,B,98,75,2,4,6,49,1,4
JUAREZ,1649,B,93,64,2,7,7,48,0,0
JUAREZ,1649,C1,100,76,1,5,3,43,0,4
JUAREZ,1650,B,97,91,3,2,4,70,1,4
JUAREZ,1651,B,161,87,3,8,6,67,1,6
JUAREZ,1652,B,74,69,2,8,9,51,0,10
JUAREZ,1653,B,102,90,4,7,8,45,0,13
JUAREZ,1654,B,64,46,3,3,5,36,0,4
JUAREZ,1654,C1,70,46,1,5,7,46,0,8
JUAREZ,1655,B,75,54,3,6,6,36,2,2
JUAREZ,1655,C1,58,58,0,4,5,23,3,6
JUAREZ,1656,B,58,59,2,5,2,36,4,4
JUAREZ,1657,B,60,46,1,2,4,30,0,6
JUAREZ,1657,C1,56,45,1,5,4,35,0,9
JUAREZ,1658,B,74,65,3,10,6,37,2,5
JUAREZ,1659,B,109,74,2,8,7,80,1,6
JUAREZ,1660,B,120,68,1,4,4,69,0,1
JUAREZ,1661,B,112,94,4,7,0,73,0,4
JUAREZ,1662,B,98,81,3,8,6,59,0,4
JUAREZ,1663,B,122,107,2,6,15,43,0,6
JUAREZ,1664,B,148,112,2,7,9,87,0,7
JUAREZ,1665,B,119,58,3,10,9,50,0,6
JUAREZ,1665,C1,104,58,2,5,5,74,0,2
JUAREZ,1666,B,154,75,3,1,5,80,1,4
JUAREZ,1666,C1,145,74,1,6,7,93,0,10
JUAREZ,1667,B,117,87,4,9,5,59,0,3
JUAREZ,1668,B,138,82,2,4,9,71,0,3
JUAREZ,1669,B,129,77,1,3,4,50,0,2
JUAREZ,1670,B,87,84,4,4,10,47,0,8
JUAREZ,1671,B,99,54,0,6,8,47,0,3
JUAREZ,1672,B,150,111,3,12,8,48,0,7
JUAREZ,1673,B,80,58,1,6,10,54,0,10
JUAREZ,1673,C1,74,76,2,9,7,63,0,0
JUAREZ,1674,B,102,108,1,6,13,55,0,12
JUAREZ,1675,B,111,69,2,8,3,68,1,12
JUAREZ,1675,C1,52,63,0,6,5,41,0,4
JUAREZ,1676,B,111,69,2,8,3,68,1,12
JUAREZ,1677,B,128,80,3,6,8,84,0,4
JUAREZ,1678,B,124,72,6,2,14,83,0,5
JUAREZ,1678,C1,132,88,5,11,5,61,1,4
JUAREZ,1679,B,100,55,2,10,12,68,0,4
JUAREZ,1679,C1,83,65,3,6,3,53,0,6
JUAREZ,1680,B,122,67,1,6,9,65,0,1
JUAREZ,1680,C1,122,67,1,6,9,65,0,1
JUAREZ,1681,B,91,42,1,9,6,49,0,4
JUAREZ,1681,C1,106,43,0,1,1,59,0,3
JUAREZ,1682,B,137,62,2,5,9,88,1,0
JUAREZ,1682,C1,148,64,3,4,10,80,0,2
JUAREZ,1682,C2,156,74,0,3,9,71,0,2
JUAREZ,1682,C3,146,76,6,6,6,66,0,3
JUAREZ,1683,B,191,58,4,7,11,137,0,1
JUAREZ,1683,C1,202,78,1,4,7,124,0,2
JUAREZ,1683,C2,184,83,3,11,11,120,0,1
JUAREZ,1683,C3,198,84,2,9,11,119,0,2
JUAREZ,1683,C4,193,82,5,11,5,106,2,4
JUAREZ,1683,C5,205,69,2,2,8,121,3,4
JUAREZ,1683,C6,191,67,2,7,9,121,0,1
JUAREZ,1683,C7,197,77,3,5,6,121,0,7
JUAREZ,1683,C8,213,87,2,11,4,107,3,0
JUAREZ,1683,C9,195,83,6,9,8,129,0,2
JUAREZ,1683,C10,189,70,4,16,7,101,0,2
JUAREZ,1684,B,145,96,3,7,5,88,2,5
JUAREZ,1684,C1,149,109,4,10,5,91,2,6
JUAREZ,1685,B,118,94,1,9,9,57,0,2
JUAREZ,1686,B,117,87,4,7,4,69,0,5
JUAREZ,1687,B,54,60,0,1,8,34,0,8
JUAREZ,1687,C1,58,56,1,4,5,39,3,6
JUAREZ,1688,B,97,81,4,6,10,67,9,0
JUAREZ,1689,B,86,92,3,3,15,52,4,7
JUAREZ,1690,B,107,72,4,10,7,61,0,8
JUAREZ,1691,B,55,39,1,4,5,42,0,3
JUAREZ,1692,B,112,62,2,6,6,72,0,5
JUAREZ,1692,C1,130,51,3,5,4,54,0,2
JUAREZ,1693,B,143,75,6,6,5,65,0,2
JUAREZ,1693,C1,114,58,1,3,6,68,0,4
JUAREZ,1693,C2,112,61,3,7,5,72,1,1
JUAREZ,1693,ES1,257,98,4,3,3,115,0,2
JUAREZ,1694,B,168,78,7,10,12,73,0,6
JUAREZ,1694,C1,164,92,2,10,8,90,0,5
JUAREZ,1694,C2,155,92,2,3,4,77,0,4
JUAREZ,1694,C3,159,78,2,9,12,97,1,4
JUAREZ,1694,C4,177,80,3,2,4,91,1,2
JUAREZ,1694,C5,160,76,4,8,10,83,1,1
JUAREZ,1694,C6,172,71,5,4,5,89,1,3
JUAREZ,1694,C7,162,68,3,7,11,92,0,4
JUAREZ,1695,B,83,84,4,10,7,55,2,5
JUAREZ,1696,B,140,79,3,5,13,67,0,5
JUAREZ,1697,B,119,81,4,14,10,57,0,13
JUAREZ,1698,B,93,102,2,9,6,60,0,4
JUAREZ,1699,B,89,59,1,8,16,62,1,8
JUAREZ,1700,B,77,66,2,16,2,49,1,4
JUAREZ,1700,C1,82,55,1,12,6,54,4,8
JUAREZ,1701,B,81,74,3,8,8,61,3,4
JUAREZ,1701,C1,97,84,2,0,3,71,0,4
JUAREZ,1702,B,120,52,2,6,7,57,0,10
JUAREZ,1702,C1,116,43,2,9,5,0,0,0
JUAREZ,1703,B,119,59,1,4,9,63,2,4
JUAREZ,1703,C1,103,63,4,2,4,65,0,7
JUAREZ,1704,B,172,88,4,9,9,93,0,2
JUAREZ,1704,C1,185,64,5,8,8,87,0,5
JUAREZ,1705,B,132,61,3,6,8,101,1,3
JUAREZ,1705,C1,138,82,4,8,4,65,0,4
JUAREZ,1705,C2,126,81,5,8,7,93,0,5
JUAREZ,1705,C3,127,81,4,9,6,82,1,0
JUAREZ,1706,B,181,62,5,9,9,113,1,7
JUAREZ,1706,C1,168,61,7,3,11,136,0,8
JUAREZ,1706,C2,153,87,1,7,14,120,3,5
JUAREZ,1706,C3,168,83,6,10,8,107,0,7
JUAREZ,1706,C4,164,91,2,12,10,96,1,5
JUAREZ,1706,C5,155,77,2,9,11,116,1,6
JUAREZ,1706,C6,171,76,4,10,7,112,1,5
JUAREZ,1706,C7,177,72,5,8,11,97,1,6
JUAREZ,1707,B,136,79,0,4,7,62,0,6
JUAREZ,1707,C1,122,71,3,4,8,64,0,6
JUAREZ,1707,C2,127,59,2,7,6,62,1,5
JUAREZ,1708,B,114,109,0,8,15,92,3,13
JUAREZ,1709,B,89,59,4,4,5,69,4,3
JUAREZ,1710,B,107,78,7,9,13,80,0,5
JUAREZ,1711,B,105,74,2,7,11,56,0,6
JUAREZ,1711,C1,115,70,0,7,6,58,0,5
JUAREZ,1712,B,48,109,3,5,7,44,4,15
JUAREZ,1712,C1,42,103,5,10,8,32,4,11
JUAREZ,1713,B,34,88,3,6,4,56,5,10
JUAREZ,1714,B,66,58,1,9,11,58,3,5
JUAREZ,1715,B,101,114,1,10,7,60,0,6
JUAREZ,1716,B,77,47,3,10,7,44,1,8
JUAREZ,1716,C1,55,54,5,8,7,52,0,14
JUAREZ,1717,B,76,69,3,11,12,57,0,5
JUAREZ,1717,C1,84,71,3,7,6,46,2,2
JUAREZ,1718,B,80,55,0,2,7,58,0,9
JUAREZ,1719,B,168,55,0,3,3,68,0,7
JUAREZ,1720,B,112,70,4,10,6,68,0,7
JUAREZ,1720,C1,130,62,1,6,14,63,1,8
JUAREZ,1721,B,100,74,4,14,12,70,2,13
JUAREZ,1722,B,83,59,5,7,8,85,1,2
JUAREZ,1723,B,103,69,4,12,9,66,0,8
JUAREZ,1724,B,74,66,3,4,8,47,1,6
JUAREZ,1724,C1,64,57,0,10,16,50,0,10
JUAREZ,1725,B,96,82,2,2,10,50,4,12
