MUNICIPIO,SECCION,CASILLA,PAN,PRI_PVEM_PTP_PANAL,PRD,MC,MORENA,INDEPENDIENTE,NO_REG,NULOS
CHIHUAHUA,3200,B,248,91,2,6,2,104,1,2
CHIHUAHUA,3201,B,131,8,0,0,0,42,0,3
CHIHUAHUA,3202,B,204,38,1,4,4,91,0,4
CHIHUAHUA,3203,B,161,51,0,1,3,98,1,7
CHIHUAHUA,3204,B,142,50,3,4,3,75,0,5
CHIHUAHUA,3205,B,158,68,2,1,3,79,0,0
CHIHUAHUA,3206,B,252,66,0,4,0,115,1,4
CHIHUAHUA,3207,B,220,48,1,1,2,134,1,5
CHIHUAHUA,3208,B,199,58,1,2,1,113,2,1
CHIHUAHUA,3209,B,188,62,3,1,2,79,0,2
CHIHUAHUA,3210,B,147,43,0,1,3,80,0,2
CHIHUAHUA,3211,B,209,71,2,2,2,100,0,3
CHIHUAHUA,3212,B,185,40,1,4,5,85,0,5
CHIHUAHUA,3213,B,215,63,10,5,1,130,0,5
CHIHUAHUA,3214,B,198,77,1,4,6,162,1,2
CHIHUAHUA,3215,B,108,43,5,6,5,45,0,4
CHIHUAHUA,3215,C1,90,40,2,4,4,40,0,7
CHIHUAHUA,3215,C2,94,46,3,6,10,33,0,4
CHIHUAHUA,3215,C3,108,29,6,2,4,39,3,4
CHIHUAHUA,3215,C4,98,40,6,6,5,47,0,3
CHIHUAHUA,3216,B,61,19,2,1,2,12,0,3
CHIHUAHUA,3217,B,71,24,1,3,2,14,0,2
CHIHUAHUA,3219,B,65,33,1,0,1,35,0,6
CHIHUAHUA,3220,B,67,70,6,2,7,49,0,1
CHIHUAHUA,3221,B,84,32,2,1,3,83,0,4
CHIHUAHUA,3222,B,137,56,3,3,8,66,0,2
CHIHUAHUA,3223,B,188,79,4,7,13,133,0,6
CHIHUAHUA,3224,B,157,95,2,2,10,101,0,4
CHIHUAHUA,3225,B,146,49,1,3,5,92,1,1
CHIHUAHUA,3225,C1,143,62,1,4,6,85,1,4
CHIHUAHUA,3226,B,58,31,4,0,2,32,0,5
CHIHUAHUA,3227,B,111,42,5,5,4,65,0,6
CHIHUAHUA,3228,B,87,54,0,1,2,57,0,7
CHIHUAHUA,3229,B,133,50,1,4,10,77,0,3
CHIHUAHUA,3230,B,155,59,0,2,2,73,0,1
CHIHUAHUA,3231,B,128,37,1,0,3,0,0,6
CHIHUAHUA,3232,B,131,47,3,1,3,93,0,5
CHIHUAHUA,3233,B,126,56,0,5,4,68,1,3
CHIHUAHUA,3234,B,109,27,8,3,1,47,0,2
CHIHUAHUA,3235,B,102,36,5,3,10,73,0,4
CHIHUAHUA,3236,B,99,26,3,3,8,43,0,3
CHIHUAHUA,3237,B,112,32,5,2,8,0,0,7
CHIHUAHUA,3238,B,104,35,1,3,0,55,1,3
CHIHUAHUA,3239,B,107,53,1,4,2,31,0,3
CHIHUAHUA,3240,B,90,36,1,0,3,57,0,5
CHIHUAHUA,3241,B,90,37,2,5,7,56,0,2
CHIHUAHUA,3242,B,92,32,2,2,0,41,0,9
CHIHUAHUA,3243,B,58,33,3,0,2,33,0,1
CHIHUAHUA,3244,B,119,47,2,1,8,75,0,1
CHIHUAHUA,3245,B,81,50,3,7,2,58,0,5
CHIHUAHUA,3246,B,59,31,4,3,0,46,0,3
CHIHUAHUA,3247,B,96,31,2,4,3,58,1,3
CHIHUAHUA,3248,B,100,43,2,3,4,73,0,3
CHIHUAHUA,3249,B,97,38,0,5,4,45,0,0
CHIHUAHUA,3250,B,93,33,4,0,1,24,0,2
CHIHUAHUA,3251,B,84,26,2,4,5,53,0,0
CHIHUAHUA,3252,B,53,29,2,3,1,28,0,2
CHIHUAHUA,3253,B,75,39,1,0,4,42,0,5
CHIHUAHUA,3254,B,87,36,4,3,5,54,0,4
CHIHUAHUA,3255,B,103,58,6,2,3,38,2,5
CHIHUAHUA,3256,B,111,46,3,3,1,34,1,4
CHIHUAHUA,3257,B,110,37,3,2,7,51,0,9
CHIHUAHUA,3258,B,98,49,1,3,2,43,0,4
CHIHUAHUA,3259,B,82,47,1,5,2,56,0,2
CHIHUAHUA,3260,B,65,44,9,3,6,34,0,0
CHIHUAHUA,3261,B,75,51,5,3,7,32,0,6
CHIHUAHUA,3262,B,84,46,2,4,9,48,0,2
CHIHUAHUA,3263,B,103,46,0,1,2,33,0,3
CHINIPAS,912,B,168,318,0,1,0,3,0,14
CHINIPAS,912,C1,155,318,1,0,1,5,0,12
CHINIPAS,913,B,84,151,0,0,0,3,0,9
CHINIPAS,913,EX1,31,72,0,0,0,1,0,2
CHINIPAS,914,B,84,241,0,0,0,0,0,17
CHINIPAS,914,EX1,43,159,3,1,0,0,0,17
CHINIPAS,914,EX2,29,132,0,0,0,0,0,7
CHINIPAS,915,B,15,154,0,0,0,1,0,9
CHINIPAS,916,B,18,44,0,0,0,0,0,2
CHINIPAS,916,EX1,31,28,0,0,0,1,0,0
CHINIPAS,917,B,49,218,0,3,0,3,0,11
CHINIPAS,918,B,18,112,0,0,0,0,0,1
CHINIPAS,918,EX1,19,39,0,0,0,0,0,2
CHINIPAS,919,B,65,241,0,0,2,0,0,10
CHINIPAS,919,EX1,22,63,0,0,0,0,2,0
DELICIAS,921,B,52,70,4,1,5,32,0,10
DELICIAS,921,C1,62,58,9,2,7,37,0,8
DELICIAS,922,B,51,74,18,5,8,37,0,2
DELICIAS,922,C1,52,82,10,4,6,42,0,6
DELICIAS,923,B,134,82,12,2,4,96,0,3
DELICIAS,923,C1,143,79,14,4,6,100,0,9
DELICIAS,923,C2,124,85,12,3,2,99,0,1
DELICIAS,924,B,155,85,20,2,9,110,0,6
DELICIAS,925,B,96,92,38,0,6,55,1,8
DELICIAS,926,B,203,79,10,0,5,110,1,1
DELICIAS,927,B,97,62,15,1,4,59,0,1
DELICIAS,927,C1,94,40,10,3,2,64,0,2
DELICIAS,928,B,94,85,15,4,9,34,0,4
DELICIAS,929,B,108,83,12,1,12,66,0,1
DELICIAS,930,B,97,80,14,4,9,53,0,7
DELICIAS,931,B,77,71,11,9,3,38,0,11
DELICIAS,932,B,103,102,10,3,15,90,0,0
DELICIAS,933,B,121,85,27,5,10,99,0,13
DELICIAS,934,B,103,74,16,0,5,61,0,5
DELICIAS,935,B,83,70,11,1,7,63,0,12
DELICIAS,936,B,85,50,16,3,9,38,0,1
DELICIAS,937,B,81,75,13,10,11,0,47,2
DELICIAS,938,B,53,60,6,1,9,28,0,3
DELICIAS,939,B,96,80,11,4,6,60,0,3
DELICIAS,940,B,118,51,9,2,3,56,0,5
DELICIAS,941,B,93,86,12,2,9,83,0,6
DELICIAS,942,B,92,54,5,1,0,82,0,0
DELICIAS,943,B,100,52,6,5,7,39,0,5
DELICIAS,944,B,98,73,35,6,16,83,0,6
DELICIAS,944,C1,94,54,25,2,5,79,0,7
DELICIAS,944,C2,94,57,21,4,16,79,0,5
DELICIAS,944,C3,83,74,30,7,5,86,0,5
DELICIAS,944,C4,89,72,26,5,12,86,0,4
DELICIAS,945,B,93,71,49,4,7,66,0,6
DELICIAS,945,C1,79,63,56,1,12,77,0,9
DELICIAS,946,B,111,65,50,2,7,57,0,13
DELICIAS,946,C1,105,67,39,1,9,48,0,12
DELICIAS,947,B,114,59,47,1,3,50,0,6
DELICIAS,948,B,88,74,10,0,6,43,1,4
DELICIAS,949,B,89,37,10,3,6,39,1,3
DELICIAS,950,B,120,59,7,3,13,81,0,4
DELICIAS,951,B,77,51,8,6,6,65,1,2
DELICIAS,952,B,179,114,23,1,11,93,0,4
DELICIAS,953,B,125,94,9,3,5,93,0,6
DELICIAS,953,C1,130,97,17,1,3,96,1,2
DELICIAS,954,B,143,94,20,3,7,67,0,4
DELICIAS,955,B,126,68,7,2,7,59,0,3
DELICIAS,956,B,100,80,28,3,9,45,0,10
DELICIAS,956,C1,90,66,22,3,11,69,0,11
DELICIAS,956,C2,117,57,42,1,7,51,0,3
DELICIAS,956,C3,102,73,25,4,16,57,0,4
DELICIAS,957,B,72,46,18,3,3,44,0,3
DELICIAS,957,C1,54,55,17,2,4,37,0,9
DELICIAS,957,ES1,269,154,20,6,9,178,0,7
DELICIAS,958,B,96,68,1,0,2,98,0,5
DELICIAS,958,C1,97,68,13,0,2,94,0,7
DELICIAS,959,B,141,118,18,2,3,149,0,8
DELICIAS,960,B,96,54,4,1,3,68,0,3
DELICIAS,960,C1,86,50,6,0,1,84,0,0
DELICIAS,961,B,132,81,10,0,8,78,0,3
DELICIAS,962,B,101,54,8,1,0,46,0,4
DELICIAS,962,C1,99,59,13,1,5,44,0,3
DELICIAS,963,B,192,80,14,3,8,150,0,6
DELICIAS,963,C1,174,83,13,4,7,147,0,3
DELICIAS,963,C2,175,79,14,7,8,138,0,5
DELICIAS,964,B,93,66,7,6,4,54,0,5
DELICIAS,965,B,146,94,25,4,7,78,1,5
DELICIAS,966,B,107,56,23,3,0,42,0,8
DELICIAS,966,C1,174,83,13,4,7,147,0,3
DELICIAS,966,C2,107,63,31,7,10,42,0,5
DELICIAS,967,B,124,91,30,2,18,50,0,9
DELICIAS,968,B,150,99,18,3,3,67,0,10
DELICIAS,969,B,103,91,16,3,4,68,0,1
DELICIAS,969,C1,101,86,12,4,7,91,0,2
DELICIAS,970,B,140,89,18,4,15,63,0,8
DELICIAS,971,B,92,67,14,1,5,72,0,2
DELICIAS,971,C1,90,57,17,2,9,72,0,6
DELICIAS,972,B,97,87,28,1,9,89,0,5
DELICIAS,972,C1,108,69,31,5,13,87,0,5
DELICIAS,972,C2,107,79,35,5,11,97,0,8
DELICIAS,972,EX1,155,129,24,6,6,143,0,8
DELICIAS,972,EX1 C1,151,90,19,5,6,140,0,4
DELICIAS,972,EX1 C2,157,93,21,5,3,134,0,5
DELICIAS,972,EX2,104,55,13,5,7,58,1,2
DELICIAS,972,EX2 C1,85,50,13,3,2,60,1,5
DELICIAS,972,EX2 C2,82,41,16,7,4,60,1,3
DELICIAS,973,B,74,81,24,2,9,43,0,3
DELICIAS,973,C1,74,63,26,4,13,44,0,6
DELICIAS,974,B,59,55,11,4,5,41,0,3
DELICIAS,974,C1,67,52,18,4,5,40,0,4
DELICIAS,975,B,82,93,19,6,6,65,0,6
DELICIAS,976,B,115,93,14,7,6,65,0,1
DELICIAS,977,B,98,93,22,2,18,82,1,11
DELICIAS,978,B,102,85,18,2,4,74,0,7
DELICIAS,979,B,95,86,19,2,9,56,0,3
DELICIAS,980,B,97,86,16,2,13,45,0,8
DELICIAS,981,B,128,86,21,6,13,66,0,19
DELICIAS,982,B,116,67,23,4,9,44,1,14
DELICIAS,983,B,122,69,36,2,10,73,0,5
DELICIAS,983,C1,123,77,33,5,7,88,0,10
DELICIAS,983,C2,112,71,31,9,8,76,0,4
DELICIAS,984,B,135,84,32,5,18,79,1,5
DELICIAS,984,C1,128,101,56,1,10,90,0,9
DELICIAS,984,C2,119,95,34,4,9,77,0,3
DELICIAS,984,C3,106,85,45,4,9,78,0,5
DELICIAS,985,B,115,86,25,2,5,69,0,1
DELICIAS,986,B,73,74,15,1,8,55,0,4
DELICIAS,987,B,77,119,31,6,9,55,0,6
DELICIAS,988,B,97,79,18,2,10,75,0,6
DELICIAS,989,B,56,83,14,4,5,41,0,4
DELICIAS,989,C1,77,68,14,0,6,28,0,9
DELICIAS,990,B,113,117,15,5,9,55,0,10
DELICIAS,991,B,94,75,30,9,10,64,0,1
DELICIAS,991,C1,112,72,45,5,8,67,0,8
DELICIAS,991,C2,95,87,36,4,10,87,1,5
DELICIAS,991,C3,90,91,38,5,9,69,0,5
DELICIAS,991,C4,108,80,45,1,11,67,0,7
DELICIAS,991,C5,73,86,40,6,9,72,0,5
DELICIAS,991,C6,95,85,38,2,8,71,0,7
DELICIAS,991,EX1,145,110,54,3,13,37,0,5
DELICIAS,991,EX1 C1,119,90,52,3,13,51,0,13
DELICIAS,991,EX1 C2,150,100,57,2,10,39,0,6
DELICIAS,992,B,108,69,18,1,5,78,0,10
DELICIAS,992,C1,97,65,20,3,7,53,0,8
DELICIAS,993,B,71,51,9,8,3,29,1,2
DELICIAS,993,C1,67,48,15,3,3,33,1,5
DELICIAS,994,B,67,61,10,5,4,27,0,6
DELICIAS,994,C1,62,76,17,1,5,30,0,1
DELICIAS,995,B,59,60,11,4,1,42,0,3
DELICIAS,995,C1,48,69,12,4,10,53,0,2
DELICIAS,996,B,128,97,27,1,10,63,0,7
DELICIAS,996,C1,97,65,28,1,8,44,0,4
DELICIAS,997,B,76,106,21,1,6,63,0,12
DELICIAS,998,B,71,57,23,2,1,45,0,0
DELICIAS,998,C1,73,63,22,4,1,36,0,5
DELICIAS,999,B,81,61,11,2,9,84,0,8
DELICIAS,1000,B,79,91,25,5,3,63,0,10
DELICIAS,1000,C1,90,90,20,3,7,59,0,5
DELICIAS,1001,B,132,73,23,2,18,100,0,4
DELICIAS,1001,C1,119,74,26,5,8,74,0,6
DELICIAS,1001,C2,116,89,33,3,11,62,0,6
DELICIAS,1001,C3,111,91,29,2,5,90,0,13
DELICIAS,1001,EX1,99,101,29,7,12,54,0,8
DELICIAS,1002,B,80,76,22,1,14,53,0,7
DELICIAS,1002,C1,78,73,18,2,6,57,0,3
DELICIAS,1002,C2,79,71,27,1,13,57,1,3
DELICIAS,1003,B,90,67,8,9,7,83,1,4
DELICIAS,1004,B,97,84,15,9,6,67,0,3
DELICIAS,1005,B,67,55,10,1,3,45,0,2
DELICIAS,1006,B,79,85,32,6,3,62,0,12
DELICIAS,1006,C1,107,78,31,3,6,56,0,5
DELICIAS,1006,C2,91,81,44,1,4,73,0,4
DELICIAS,1006,C3,75,82,22,1,4,43,0,9
DELICIAS,1006,C4,84,75,33,4,12,65,0,7
DELICIAS,1006,EX1,59,74,22,4,5,60,0,13
DELICIAS,1006,EX1 C1,85,86,35,4,0,50,1,12
DELICIAS,1006,EX1 C2,77,71,38,2,13,50,0,5
DELICIAS,1007,B,86,77,22,3,5,50,0,7
DELICIAS,1008,B,81,65,9,4,4,57,0,3
DELICIAS,1008,C1,80,56,11,3,8,51,0,3
DELICIAS,1009,B,63,60,10,1,1,13,0,4
DELICIAS,1010,B,58,49,11,0,2,10,0,6
DELICIAS,1011,B,83,72,8,2,3,41,0,5
DELICIAS,1012,B,21,44,6,1,2,27,0,1
DELICIAS,1013,B,109,75,50,0,13,47,0,10
DELICIAS,1013,C1,92,80,55,3,6,34,0,10
DELICIAS,1013,C2,89,64,56,5,13,29,0,8
DELICIAS,1014,B,112,102,34,3,3,11,1,14
DELICIAS,1014,C1,105,90,46,2,7,29,2,19
DELICIAS,1015,B,98,69,6,0,6,43,0,5
DELICIAS,1015,C1,104,66,7,1,12,48,0,9
DELICIAS,1016,B,104,96,18,5,12,37,0,6
DELICIAS,1017,B,42,29,4,0,1,29,0,3
DELICIAS,1018,B,108,53,70,1,1,19,0,4
DELICIAS,1019,B,73,44,29,1,4,20,0,6
DELICIAS,1020,B,92,60,24,1,9,41,0,12
DELICIAS,1020,C1,86,51,26,1,5,37,0,13
DELICIAS,1021,B,80,71,22,1,9,38,1,5
DELICIAS,1021,C1,61,40,19,1,4,40,1,4
DELICIAS,1022,B,59,49,40,1,11,11,0,3
DELICIAS,1023,B,84,56,17,3,8,39,0,7
DELICIAS,1023,C1,94,78,13,2,6,36,0,8
DELICIAS,1024,B,116,159,14,0,5,52,0,6
DELICIAS,1024,C1,108,116,16,1,4,27,0,0
DELICIAS,1024,C2,116,95,11,1,5,35,0,10
DELICIAS,1026,B,134,103,22,2,6,28,0,11
DELICIAS,1026,EX1,91,62,29,2,7,80,0,6
DELICIAS,1026,EX1 C1,80,51,30,3,9,51,0,4
DELICIAS,1026,EX1 C2,83,65,21,5,13,62,0,5
DELICIAS,1026,EX1 C3,85,67,27,2,11,66,0,4
DELICIAS,1027,B,207,135,16,1,6,43,1,5
DELICIAS,1028,B,121,208,36,3,6,39,0,12
DELICIAS,1029,B,183,98,11,2,8,31,0,5
DELICIAS,1030,B,126,74,10,2,12,33,0,8
DELICIAS,1030,C1,120,91,16,1,13,27,0,9
DR. BELISARIO DOMINGUEZ,1031,B,203,138,5,6,5,15,1,8
DR. BELISARIO DOMINGUEZ,1032,B,139,109,0,1,0,3,0,12
DR. BELISARIO DOMINGUEZ,1033,B,175,106,0,0,1,9,0,3
DR. BELISARIO DOMINGUEZ,1034,B,84,74,1,0,2,2,0,2
DR. BELISARIO DOMINGUEZ,1035,B,62,57,1,3,1,3,0,2
DR. BELISARIO DOMINGUEZ,1036,B,156,87,1,0,1,6,0,5
DR. BELISARIO DOMINGUEZ,1039,B,81,49,0,1,1,2,0,2
DR. BELISARIO DOMINGUEZ,1041,B,124,94,1,1,6,7,0,6
GALEANA,1042,B,47,158,2,0,18,28,0,7
GALEANA,1042,C1,47,121,5,0,28,28,0,7
GALEANA,1044,B,95,121,6,3,60,35,0,13
GALEANA,1044,C1,71,100,10,1,85,15,0,17
GALEANA,1044,EX1,59,99,2,0,27,17,0,6
GALEANA,1045,B,65,188,4,3,71,35,0,15
GALEANA,1045,C1,63,198,6,1,62,29,0,14
GALEANA,1045,C2,50,216,6,2,64,31,0,10
SANTA ISABEL,1046,B,194,138,2,1,0,33,0,9
SANTA ISABEL,1046,C1,193,107,4,0,6,34,0,6
SANTA ISABEL,1047,B,155,81,7,0,6,14,0,5
SANTA ISABEL,1047,C1,125,85,0,0,8,14,0,9
SANTA ISABEL,1048,B,231,65,0,1,0,6,0,7
SANTA ISABEL,1049,B,132,126,0,1,0,15,0,6
SANTA ISABEL,1050,B,261,137,3,2,2,15,2,7
SANTA ISABEL,1051,B,111,61,0,0,2,10,0,3
SANTA ISABEL,1052,B,116,29,0,0,0,9,0,5
GOMEZ FARIAS,1053,B,119,107,2,0,13,21,0,18
GOMEZ FARIAS,1054,B,125,120,2,2,9,31,3,14
GOMEZ FARIAS,1055,B,108,131,7,0,14,44,0,18
GOMEZ FARIAS,1056,B,58,87,5,0,2,22,0,12
GOMEZ FARIAS,1057,B,119,158,8,0,13,15,0,9
GOMEZ FARIAS,1058,B,79,92,2,1,8,17,0,14
GOMEZ FARIAS,1058,C1,76,91,2,1,4,26,0,5
GOMEZ FARIAS,1059,B,94,154,5,2,10,16,0,19
GOMEZ FARIAS,1060,B,69,135,1,2,2,10,0,13
GOMEZ FARIAS,1061,B,103,88,1,0,6,10,0,10
GOMEZ FARIAS,1062,B,33,61,0,0,1,8,0,1
GOMEZ FARIAS,1063,B,32,62,2,0,2,12,0,5
GOMEZ FARIAS,1064,B,45,61,2,0,2,4,0,11
GOMEZ FARIAS,1065,B,76,151,9,3,3,14,0,17
GOMEZ FARIAS,1066,B,29,33,2,0,2,5,0,3
GOMEZ FARIAS,1067,B,73,163,5,3,4,20,0,13
GRAN MORELOS,1069,B,116,153,3,1,0,11,0,10
GRAN MORELOS,1070,B,72,113,1,1,0,6,0,8
GRAN MORELOS,1071,B,44,48,3,0,0,3,0,8
GRAN MORELOS,1072,B,63,42,0,0,0,3,0,2
GRAN MORELOS,1073,B,95,64,0,0,1,2,1,0
GRAN MORELOS,1074,B,54,41,3,1,0,7,0,2
GRAN MORELOS,1075,B,22,51,2,0,0,4,0,5
GRAN MORELOS,1076,B,43,46,1,0,0,1,0,0
GRAN MORELOS,1077,B,23,69,2,1,0,3,0,3
GRAN MORELOS,1078,B,33,28,1,2,1,6,0,6
GRAN MORELOS,1079,B,235,99,3,2,1,28,0,10
GRAN MORELOS,1080,B,52,78,1,0,1,2,0,6
GRAN MORELOS,1081,B,33,38,1,1,0,7,1,1
GUACHOCHI,1082,B,139,153,4,1,2,70,0,11
GUACHOCHI,1083,B,108,160,1,3,7,65,1,12
GUACHOCHI,1083,C1,136,126,0,6,4,63,0,23
GUACHOCHI,1084,B,116,103,2,5,0,66,0,14
GUACHOCHI,1084,C1,114,107,5,6,2,58,0,17
GUACHOCHI,1085,B,126,133,7,8,5,40,0,13
GUACHOCHI,1086,B,76,125,2,7,3,44,0,20
GUACHOCHI,1087,B,82,101,3,4,3,39,0,15
GUACHOCHI,1087,C1,86,108,0,6,3,46,0,7
GUACHOCHI,1088,B,114,101,2,2,0,41,0,8
GUACHOCHI,1088,ES1,164,155,5,6,6,18,0,24
GUACHOCHI,1089,B,173,146,2,13,3,72,0,22
GUACHOCHI,1089,C1,150,117,2,16,5,52,0,24
GUACHOCHI,1090,B,95,111,4,9,2,59,0,19
GUACHOCHI,1090,C1,112,112,3,5,2,40,0,8
GUACHOCHI,1091,B,105,100,6,10,10,59,0,10
GUACHOCHI,1091,C1,128,107,5,7,6,50,0,10
GUACHOCHI,1091,C2,99,115,3,7,3,67,1,12
GUACHOCHI,1092,B,40,121,36,1,1,4,0,55
GUACHOCHI,1092,C1,55,116,25,1,2,1,0,57
GUACHOCHI,1093,B,57,92,12,5,0,7,0,34
GUACHOCHI,1093,C1,37,103,19,2,2,5,5,56
GUACHOCHI,1094,B,65,107,6,3,0,4,0,28
GUACHOCHI,1094,C1,60,110,1,5,1,7,0,29
GUACHOCHI,1095,B,63,87,1,9,0,7,0,27
GUACHOCHI,1095,C1,37,66,3,4,0,9,0,45
GUACHOCHI,1096,B,82,96,2,1,0,1,2,35
GUACHOCHI,1097,B,75,164,1,3,5,0,42,0
GUACHOCHI,1097,C1,63,231,1,3,5,33,0,41
GUACHOCHI,1098,B,65,122,7,4,4,16,0,51
GUACHOCHI,1098,C1,101,117,4,1,2,22,0,53
GUACHOCHI,1098,C2,81,123,4,3,0,29,3,46
GUACHOCHI,1099,B,17,118,0,2,0,4,0,22
GUACHOCHI,1100,B,63,135,1,0,0,3,0,27
GUACHOCHI,1100,C1,65,96,2,0,2,6,0,48
GUACHOCHI,1101,B,100,235,11,1,0,18,0,50
GUACHOCHI,1101,C1,95,176,1,1,3,26,1,59
GUACHOCHI,1102,B,99,175,2,8,2,6,0,41
GUACHOCHI,1103,B,43,107,3,1,0,1,0,19
GUACHOCHI,1104,B,93,94,2,1,1,7,0,28
GUACHOCHI,1104,C1,96,84,2,1,3,3,0,25
GUACHOCHI,1105,B,93,88,2,1,2,5,0,19
GUACHOCHI,1106,B,59,70,1,0,1,23,1,12
GUACHOCHI,1107,B,139,122,6,9,2,28,0,27
GUACHOCHI,1107,C1,119,133,5,10,1,16,2,27
GUACHOCHI,1107,C2,158,116,9,1,3,18,0,27
GUACHOCHI,1108,B,97,134,14,6,4,5,0,54
GUACHOCHI,1109,B,21,85,5,3,3,4,0,22
GUACHOCHI,1110,B,25,117,5,1,2,2,1,26
GUACHOCHI,1111,B,78,154,18,5,5,19,0,33
GUACHOCHI,1112,B,23,91,3,1,0,0,0,20
GUACHOCHI,1113,B,22,175,3,2,6,9,0,21
GUACHOCHI,1114,B,40,160,3,10,1,4,0,68
GUACHOCHI,1114,C1,61,154,5,19,0,12,0,47
GUACHOCHI,1115,B,38,61,3,1,1,1,0,11
GUACHOCHI,1116,B,38,78,1,1,0,5,0,18
GUACHOCHI,1117,B,41,170,1,5,1,10,0,35
GUACHOCHI,1117,C1,45,173,0,8,1,8,0,27
GUACHOCHI,1118,B,95,131,2,10,4,39,0,44
GUACHOCHI,1118,C1,148,121,3,11,0,32,0,45
GUACHOCHI,1118,C2,121,121,1,6,2,37,0,31
GUACHOCHI,1119,B,33,124,1,5,0,6,0,26
GUACHOCHI,1120,B,44,130,7,8,1,41,0,0
GUACHOCHI,1122,B,62,142,2,2,3,8,0,23
GUACHOCHI,1123,B,39,242,9,2,5,11,0,50
GUACHOCHI,1124,B,20,101,4,2,2,8,0,14
GUACHOCHI,1125,B,30,98,5,3,1,40,0,24
GUADALUPE,1126,B,46,130,2,2,7,8,0,5
GUADALUPE,1126,C1,54,105,2,1,9,3,0,6
GUADALUPE,1127,B,102,176,1,3,5,12,0,8
GUADALUPE,1128,B,75,141,1,0,14,13,0,13
GUADALUPE,1129,B,67,62,5,1,11,11,0,7
GUADALUPE,1130,B,61,100,3,1,27,10,1,10
GUADALUPE,1130,C1,61,77,3,1,13,14,0,5
GUADALUPE,1131,B,104,134,4,2,35,11,0,8
GUADALUPE,1132,B,5,50,2,0,1,0,0,0
GUADALUPE,1132,EX1,21,47,0,1,1,1,0,7
GUADALUPE,1134,B,74,37,2,4,41,14,0,4
GUADALUPE,1134,EX1,89,128,23,6,24,15,0,7
GUADALUPE Y CALVO,1135,B,99,160,1,2,18,6,0,11
GUADALUPE Y CALVO,1135,C1,77,186,2,3,14,11,0,13
GUADALUPE Y CALVO,1136,B,78,199,0,9,5,7,0,0
GUADALUPE Y CALVO,1136,C1,64,199,4,6,6,7,0,16
GUADALUPE Y CALVO,1136,C2,80,222,1,2,7,13,0,17
GUADALUPE Y CALVO,1136,C3,73,210,1,7,7,12,1,9
GUADALUPE Y CALVO,1136,C4,61,217,3,5,12,5,0,15
GUADALUPE Y CALVO,1137,B,4,49,0,0,0,0,0,1
GUADALUPE Y CALVO,1138,B,70,171,3,0,0,0,0,11
GUADALUPE Y CALVO,1139,B,34,100,1,0,11,3,2,5
GUADALUPE Y CALVO,1139,C1,32,102,3,0,1,0,0,9
GUADALUPE Y CALVO,1139,EX1,22,136,1,0,1,0,0,12
GUADALUPE Y CALVO,1140,B,41,228,9,2,1,0,0,45
GUADALUPE Y CALVO,1140,EX1,39,320,3,0,4,1,0,33
GUADALUPE Y CALVO,1142,B,33,119,1,0,0,0,0,20
GUADALUPE Y CALVO,1142,C1,43,116,2,0,2,1,0,9
GUADALUPE Y CALVO,1143,B,51,147,5,1,1,1,0,4
GUADALUPE Y CALVO,1143,C1,49,123,1,1,5,2,0,4
GUADALUPE Y CALVO,1143,C2,62,150,0,0,6,7,0,6
GUADALUPE Y CALVO,1144,B,25,112,0,0,1,4,0,2
GUADALUPE Y CALVO,1144,C1,41,129,1,0,1,0,1,4
GUADALUPE Y CALVO,1145,B,10,120,0,1,6,1,0,12
GUADALUPE Y CALVO,1145,EX1,6,46,1,2,0,0,0,9
GUADALUPE Y CALVO,1146,B,33,239,0,4,1,3,0,26
GUADALUPE Y CALVO,1146,C1,33,272,1,4,0,2,0,25
GUADALUPE Y CALVO,1147,B,15,238,5,4,14,0,0,40
GUADALUPE Y CALVO,1147,EX1,11,104,0,2,12,1,0,5
GUADALUPE Y CALVO,1148,B,11,191,5,5,3,2,1,15
GUADALUPE Y CALVO,1148,EX1,13,208,0,8,1,4,0,24
GUADALUPE Y CALVO,1149,B,16,75,0,0,1,1,0,5
GUADALUPE Y CALVO,1150,B,3,145,3,3,2,5,0,5
GUADALUPE Y CALVO,1151,B,7,237,0,0,0,0,0,1
GUADALUPE Y CALVO,1152,B,35,110,0,0,0,1,0,2
GUADALUPE Y CALVO,1153,B,75,158,1,0,1,0,0,9
GUADALUPE Y CALVO,1154,B,74,249,0,11,2,0,0,15
GUADALUPE Y CALVO,1155,B,47,234,0,7,0,0,1,32
GUADALUPE Y CALVO,1155,EX1,40,106,3,2,1,0,0,16
GUADALUPE Y CALVO,1156,B,27,147,0,5,0,1,0,15
GUADALUPE Y CALVO,1157,B,23,87,0,1,0,0,2,2
GUADALUPE Y CALVO,1158,B,13,153,1,2,3,1,0,12
GUADALUPE Y CALVO,1158,EX1,13,170,3,3,0,0,0,11
GUADALUPE Y CALVO,1159,B,13,170,1,0,1,3,0,5
GUADALUPE Y CALVO,1159,C1,22,175,1,1,1,0,0,7
GUADALUPE Y CALVO,1159,C2,23,172,2,1,3,1,0,10
GUADALUPE Y CALVO,1160,B,31,281,0,10,0,0,0,24
GUADALUPE Y CALVO,1160,C1,17,272,3,3,3,0,0,32
GUADALUPE Y CALVO,1160,C2,31,292,2,4,3,1,0,21
GUADALUPE Y CALVO,1161,B,8,111,0,0,0,0,0,7
GUADALUPE Y CALVO,1162,B,44,130,3,0,0,1,0,17
